0.00	36.1
1.00	36.1
1.01	34.1
2.00	34.1
2.01	23.9
3.00	23.9
3.01	40.9
4.00	40.9
4.01	21.0
5.00	21.0
5.01	20.9
6.00	20.9
6.01	21.0
7.00	21.0
7.01	21.0
8.00	21.0
8.01	31.4
9.00	31.4
9.01	21.1
10.00	21.1

